Configuration Matrix Start Identifier	CCD	Camera ID	Camera Line	Camera Model (U or E Prefix)	Interline CCD?	Supports Serial Port A? (Driver INFO)	Supports Serial Port B? (Driver INFO)	CCD Sensor Type? - (TRUE=CCD or FALSE=CMOS)	Total Columns	Imaging Columns	Clamp Columns (R13)	Pre ROI Skip Columns	Post ROI Skip Columns (R16)	Overscan Columns (R17)	Total Rows	Imaging Rows	Default Vertical Offset (Underscan) (R30)	Vertical Overscan Rows	Default Vflush binning	Enable Single Row ROI Offset?	Row Offset Binning	Hflush Disable? (R2.6)	"Default Shutter Close Delay, ms (R20)"	"Pixel Size (x), u - INFO"	"Pixel Size (y), u - INFO"	Color? - INFO	Gain (16) - INFO	"Minimum Suggested Exp Time, ms (Driver INFO)"	Camera Supports Cooling? (Driver INFO)	Camera Supports Regulated Cooling? (Driver INFO)	Default Desired Temperature - Degrees C (R55)	Temperature Ramp 1 Rate (R57)	Temperature Ramp 2 Rate (R58)	Default Backoff Temp Value - Degrees C (R60)	PRI A/D Type	ALT A/D Type	PRI A/D Latency	ALT A/D Latency	"IR Preflash Time, ms (R23 - share w/strobe pos)"	A/D Configuration Value (R62)	Default A/D Gain Value - LEFT (R62)	Default Clamp/Offset Value - LEFT (R62)	Default A/D Gain Value - RIGHT (R62)	Default Clamp/Offset Value - RIGHT (R62)	Default R Voltage (R27)	Default Data Reduction?	Video Subsample	amp_cutoff_disable	num Ad Outputs	Supports Single/Dual Readout Switching?	Vertical Pattern (.txt)	"Skip Pattern, 16 bit, gain 1 (.txt)"	"Clamp Pattern, 16 bit, gain 1 (.txt)"	"ROI Pattern, 16 bit, gain 1 (.txt)"	"Skip Pattern, 12 bit (.txt)"	"Clamp Pattern, 12 bit (.txt)"	"ROI Pattern, 12 bit (.txt)"	"Vertical Pattern, Video (.txt)"	"Skip Pattern, Video (.txt)"	"Clamp Pattern,  Video (.txt)"	"ROI Pattern, Video (.txt)"	"Skip Pattern Dual, normal (.txt)"	"Clamp Pattern Dual, normal (.txt)"	"ROI Pattern Dual, normal (.txt)"	"Skip Pattern Dual, fast (.txt)"	"Clamp Pattern Dual, fast (.txt)"	"ROI Pattern Dual, Fast (.txt)"
StartCcd	KAF16803D9	47	Alta	16MD9	FALSE	TRUE	TRUE	TRUE	4152	4096	36	0	0	20	4129	4096	21	11	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	100	255	0	0	1000	FALSE	1	0	1	FALSE	KV7B	K16HS7	K16HS7	K16HR7	K12HS7	K12HC7	K12HR7	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	F3041D9	48	Alta	3041D9	FALSE	TRUE	TRUE	TRUE	2080	2048	16	0	0	16	2112	2048	32	32	4	FALSE	1	FALSE	50	15	15	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	100	100	0	0	1000	FALSE	1	0	1	FALSE	FV1B	F16HS1B	F16HS1B	F16HR1B	F16HS1B	F16HS1B	F16HR1B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF0401ENSD	49	Alta	1NSD	FALSE	TRUE	TRUE	TRUE	796	768	14	0	0	14	520	512	4	4	1	FALSE	1	FALSE	0	9	9	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV5ns	K16HS3	K16HS3	K16HR3ns	K12HS3	K12HC3	K12HR3	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300C	50	Alta	8300C	FALSE	TRUE	TRUE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	TRUE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	0	150	0	0	1000	FALSE	1	0	1	FALSE	KV9	K16HS9	K16HS9	K16HR9	K12HS9	K12HC9	K12HR9	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4240D9	51	Alta	42D9	FALSE	TRUE	TRUE	TRUE	2148	2048	50	0	0	50	2052	2048	2	2	1	FALSE	1	FALSE	450	13.5	13.5	FALSE	2	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	35	8	400	200	0	0	1000	FALSE	1	0	1	FALSE	MV2C	M16HS1C	M16HS1C	M16HR3C	M12HSC	M12HCC	M12HRC	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF1001EBD9	52	Alta	6D9	FALSE	TRUE	TRUE	TRUE	1044	1024	8	0	0	12	1032	1024	4	4	1	FALSE	1	FALSE	300	24	24	FALSE	3	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	250	0	0	1000	FALSE	1	0	1	FALSE	KV5	K16HS3i	K16HS3i	K16HR3i	K12HS3i	K12HC3i	K12HR3i	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710D9	53	Alta	47D9	FALSE	TRUE	TRUE	TRUE	1072	1024	24	0	0	24	1027	1024	3	0	1	FALSE	1	TRUE	300	13	13	FALSE	2	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	400	200	0	0	1000	FALSE	1	0	1	FALSE	MV1i	M16HS1i	M16HS1i	M16HR3i	M12HSi	M12HCi	M12HRi	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD7700D9	54	Alta	77D9	FALSE	TRUE	TRUE	TRUE	527	512	15	0	0	0	512	512	0	0	1	FALSE	1	FALSE	300	24	24	FALSE	2	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	400	200	0	0	1000	FALSE	1	0	1	FALSE	MV7i	M16HS7i	M16HS7i	M16HR7i	M12HS7i	M12HC7i	M12HR7i	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000D7D9	55	Alta	9000D7D9	FALSE	TRUE	TRUE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	300	12	12	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	0	150	0	0	1000	FALSE	1	0	1	FALSE	KV7B	K16HS7	K16HS7	K16HR7	K12HS7	K12HC7	K12HR7	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16801ED7D9	56	Alta	16D7D9	FALSE	TRUE	TRUE	TRUE	4152	4096	36	0	0	20	4129	4096	21	11	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	100	255	0	0	1000	FALSE	1	0	1	FALSE	KV4B	K16HS2	K16HC2	K16HR2	K12HS2	K12HC2	K12HR2	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16803D7D9	57	Alta	16MD7D9	FALSE	TRUE	TRUE	TRUE	4152	4096	36	0	0	20	4129	4096	21	11	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	100	255	0	0	1000	FALSE	1	0	1	FALSE	KV7B	K16HS7	K16HS7	K16HR7	K12HS7	K12HC7	K12HR7	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000XD7D9	58	Alta	9000XD7D9	FALSE	TRUE	TRUE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	300	12	12	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	0	150	0	0	1000	FALSE	1	0	1	FALSE	KV7B	K16HS8	K16HS8	K16HR8	K12HS7	K12HC7	K12HR7	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF6302	59	Alta	9K6302	FALSE	TRUE	TRUE	TRUE	3100	3073	15	0	0	12	2056	2048	4	4	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	20	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV5	K16HS3	K16HS3	K16HR31	K12HS3	K12HC3	K12HR3	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S101401108	60	Alta	1108	FALSE	TRUE	TRUE	TRUE	2068	2048	10	0	0	10	256	250	4	2	4	FALSE	1	FALSE	0	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	100	100	0	0	1000	FALSE	1	0	1	FALSE	HV1	H16HS	H16HS	H16HR	H12HS	H12HC	H12HR	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD230_42	61	Alta	230	FALSE	TRUE	TRUE	TRUE	2148	2048	50	0	0	50	2064	2048	8	8	1	FALSE	1	FALSE	300	15	15	FALSE	2.4	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	MV230	M16HS230	M16HS230	M16HR230	M16HS230	M16HS230	M16HR230	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF6303EBD9	62	Alta	9D9	FALSE	TRUE	TRUE	TRUE	3100	3073	15	0	0	12	2056	2048	4	4	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV5	K16HS3i	K16HS3i	K16HR3i	K12HS3i	K12HC3i	K12HR3i	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD3011D9	63	Alta	30D9	FALSE	TRUE	TRUE	TRUE	1040	1024	8	0	0	8	256	256	0	0	1	FALSE	1	FALSE	300	26	26	FALSE	2	30	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	400	200	0	0	1000	FALSE	1	0	1	FALSE	MV2i	M16HS1i	M16HS1i	M16HR5i	M12HSi	M12HCi	M12HRi	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020ML	64	Alta	2020ML	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2001ML	65	Alta	2001ML	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	300	50	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4020ML	66	Alta	4020ML	TRUE	TRUE	TRUE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16000ML	67	Alta	16000ML	TRUE	TRUE	TRUE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	8	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV6	K16HS6	K16HS6	K16HR6	K12HS6	K12HS6	K12HR6	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020CL	68	Alta	2020CL	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4020CL	69	Alta	4020CL	TRUE	TRUE	TRUE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16000CL	70	Alta	16000CL	TRUE	TRUE	TRUE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	8	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV6	K16HS6	K16HS6	K16HR6	K12HS6	K12HS6	K12HR6	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2001CL	71	Alta	2001CL	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3	K16HS5	K16HS5	K16HR5	K12HS5	K12HC5	K12HR5	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020MLB	72	Alta	2020ML	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3B	K16HS5B	K16HS5B	K16HR5B	K12HS5B	K12HC5B	K12HR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4020MLB	73	Alta	4020ML	TRUE	TRUE	TRUE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3B	K16HS5B	K16HS5B	K16HR5B	K12HS5B	K12HC5B	K12HR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020CLB	74	Alta	2020CL	TRUE	TRUE	TRUE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3B	K16HS5B	K16HS5B	K16HR5B	K12HS5B	K12HC5B	K12HR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4020CLB	75	Alta	4020CL	TRUE	TRUE	TRUE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV3B	K16HS5B	K16HS5B	K16HR5B	K12HS5B	K12HC5B	K12HR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16000CLD9	76	Alta	16000CLD9	TRUE	TRUE	TRUE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	8	FALSE	1	FALSE	0	7.4	7.4	TRUE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV6B	K16HS6B	K16HS6B	K16HR6B	K12HS6B	K12HS6B	K12HR6B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16000MLD9	77	Alta	16000MLD9	TRUE	TRUE	TRUE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	8	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV6B	K16HS6B	K16HS6B	K16HR6B	K12HS6B	K12HS6B	K12HR6B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4020MLD9	78	Alta	4020MLD9	TRUE	TRUE	TRUE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	1	1.1	TRUE	TRUE	-20	1500	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV8B	K16HS10B	K16HS10B	K16HR10B	K12HS10B	K12HS10B	K12HR10B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI29050MLD9	79	Alta	29050MLD9	TRUE	TRUE	TRUE	TRUE	6666	6576	45	0	0	45	4452	4384	34	34	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	1	1.1	TRUE	TRUE	-20	700	4000	2	1	2	1	12	160	8	0	100	0	0	1000	FALSE	1	0	1	FALSE	KV6B2	K16HS6B	K16HS6B	K16HR6B4	K12HS6B2	K12HS6B2	K12HR6B2	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	ICX205AL	256	Ascent	205	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	4.65	4.65	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	1	FALSE	AV6	AS5	AS5	AR5	AS5F	AS5F	AR5F	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	ICX285AL	257	Ascent	ASC285M	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	6.45	6.45	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	1	FALSE	AV5	AS5	AS5	AR5	AS5F	AS5F	AR5F	AV5V	AS5	AS5	AR5V	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI0340C	258	Ascent	340	TRUE	FALSE	FALSE	TRUE	720	640	40	0	0	40	492	480	8	4	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	1	35	1	1000	TRUE	1	0	2	TRUE	AV2	AS2	AS2	AR2a	AS2	AS2	AR2Fa	AV2	AS2	AS2	AR2F	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI2020	259	Ascent	2000	TRUE	FALSE	FALSE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	1	35	1	1000	TRUE	3	0	2	TRUE	AV2	AS2	AS2	AR2	AS2	AS2	AR2F	AV2V	AS2	AS2	AR2V	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI4022	260	Ascent	4000	TRUE	FALSE	FALSE	TRUE	2136	2048	44	0	0	44	2072	2048	15	9	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	10	35	10	1000	TRUE	5	0	2	TRUE	AV2	AS2	AS2	AR2	AS2	AS2	AR2F	AV2Vb	AS2	AS2	AR2Vb	AS2	AS4	AR2D	AS2	AS2	AR2FD
StartCcd	KAI16000	261	Ascent	16000	TRUE	FALSE	FALSE	TRUE	4986	4872	57	0	0	57	3324	3248	56	20	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	AV1	AS2	AS2	AR2	AS2	AS2	AR2F	NoOpV	NoOpH	NoOpH	NoOpH	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI01050	262	Ascent	1050	TRUE	FALSE	FALSE	TRUE	1106	1024	41	0	0	41	1064	1024	20	20	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	2	TRUE	AV4A	AS4	AS4	AR4	AS4	AS4	AR4Fb	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI02050	263	Ascent	2050	TRUE	FALSE	FALSE	TRUE	1706	1600	53	0	0	53	1264	1200	32	32	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	2	TRUE	AV4B	AS4	AS4	AR4	AS4	AS4	AR4F	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI02150	264	Ascent	2150	TRUE	FALSE	FALSE	TRUE	2026	1920	53	0	0	53	1144	1080	32	32	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	2	TRUE	AV4B	AS4	AS4	AR4	AS4	AS4	AR4F	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI04050	265	Ascent	4050	TRUE	FALSE	FALSE	TRUE	2426	2336	45	0	0	45	1800	1752	25	25	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	25	55	25	1000	TRUE	5	0	2	TRUE	AV4D	AS4	AS4	AR4	AS4	AS4	AR4F	AV4Vb	AS4	AS4	AR4Vb	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI08050	266	Ascent	ASC8050	TRUE	FALSE	FALSE	TRUE	3386	3296	45	0	0	45	2520	2472	24	24	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	5	0	2	TRUE	AV4E	AS4	AS4	AR4	AS4	AS4	AR4Fb	AV4Vb	AS4	AS4	AR4Vb	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI4022C	267	Ascent	ASC4000C	TRUE	FALSE	FALSE	TRUE	2136	2048	44	0	0	44	2072	2048	15	9	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	10	35	10	1000	TRUE	5	0	2	TRUE	AV2	AS2	AS2	AR2	AS2	AS2	AR2F	AV2Vb	AS2	AS2	AR2Vb	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI08050C	268	Ascent	8050C	TRUE	FALSE	FALSE	TRUE	3386	3296	45	0	0	45	2520	2472	24	24	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	5	0	2	TRUE	AV4E	AS4	AS4	AR4	AS4	AS4	AR4Fb	AV4Vb	AS4	AS4	AR4Vb	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI2020	269	Ascent	2000SL	TRUE	FALSE	FALSE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	1	35	1	1000	TRUE	3	0	2	TRUE	AV2S	AS2S	AS2S	AR2S	AS2	AS2	AR2F	AV2V	AS2	AS2	AR2V	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI01050C	270	Ascent	1050C	TRUE	FALSE	FALSE	TRUE	1106	1024	41	0	0	41	1064	1024	20	20	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	10	55	10	1000	TRUE	3	0	2	TRUE	AV4A	AS4	AS4	AR4	AS4	AS4	AR4F	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI29050	271	Ascent	29050	TRUE	FALSE	FALSE	TRUE	6666	6576	45	0	0	45	4452	4384	34	34	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	50	310	50	310	1000	TRUE	9	0	2	TRUE	KV6B2	AS2	AS2	AR2	AS2	AS2	AR2F	NoOpV	NoOpH	NoOpH	NoOpH	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	ICX205AK	272	Ascent	205C	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	2	1	FALSE	1	FALSE	0	4.65	4.65	TRUE	0.4	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	1	1	FALSE	AV6	AS5	AS5	AR4	AS5F	AS5F	AR5F	AV5V	AS5	AS5	AR5V	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
