 285  1815    21  2138     6  06 50  060  -00 23 00  06 52  391  -00 26 43     1   1   2   3   0
 286  1850     1  2173   -14  06 49  360  -04 23 00  06 52  045  -04 26 41     6   2   1   1   0
 287  1858    10  2181    -4  06 54  360  -04 40 00  06 57  042  -04 44 02    12   3   2   2   0
 288  1864    32  2187    18  07 03  360  -04 09 00  07 06  048  -04 13 40     1   3   2   3   0
 289  1865   -31  2189   -46  06 41  060  -07 14 00  06 43  312  -07 17 04    11   2   1   1   1
 290  1871   327  2191   313  08 48  480  +09 18 00  08 51  295  +09 06 42    17   2   2   2   0
 291  1882   -14  2206   -28  06 50  360  -07 54 00  06 53  005  -07 57 45     8   2   1   2   0
 292  1914    -5  2237   -19  06 59  420  -10 18 00  07 02  038  -10 22 23    21   3   2   3   1
 293  1919   -15  2242   -29  06 57  060  -11 10 00  06 59  267  -11 14 12    11   1   1   2   1
 294  1919    26  2242    12  07 11  480  -09 16 00  07 14  111  -09 21 14     7   3   2   3   0
 295  1921   -14  2244   -27  06 58  000  -11 19 00  07 00  206  -11 23 16     8   1   1   1   1
 296  1922    -6  2246   -20  07 01  060  -11 04 00  07 03  270  -11 08 29   200   3   2   3  10
 297  1932   -12  2255   -26  07 00  360  -12 11 00  07 02  556  -12 15 27     7   3   2   3   1
 298  1955    12  2278    -1  07 14  000  -13 01 00  07 16  190  -13 06 23    22   3   3   3   1
 299  1987    28  2310    15  07 26  060  -15 05 00  07 28  228  -15 11 12     1   3   1   1   0
 300  1989    28  2311    15  07 26  300  -15 12 00  07 28  466  -15 18 14     3   2   1   1   0
 301  1991   -31  2315   -44  07 05  240  -18 19 00  07 07  363  -18 23 47     9   2   2   3   0
 302  2003    21  2326     9  07 27  120  -16 46 00  07 29  268  -16 52 17    21   2   1   2   4
 303  2009   -82  2334   -95  06 49  480  -22 18 00  06 51  548  -22 21 41    90   2   2   2   0
 304  2014  -112  2339  -124  06 39  180  -24 02 00  06 41  222  -24 04 55   200   3   2   2   0
 305  2015    11  2338    -2  07 25  420  -18 19 00  07 27  550  -18 25 11     4   3   2   3   0
 306  2020     9  2343    -4  07 26  120  -18 54 00  07 28  242  -19 00 13    30   3   2   1   4
 307  2023    21  2346     8  07 31  060  -18 32 00  07 33  190  -18 38 32     6   3   2   3   0
 308  2023    -9  2348  -101  06 50  000  -23 49 00  06 52  047  -23 52 41    35   3   3   2   1
 309  2025    10  2348    -2  07 27  420  -19 13 00  07 29  540  -19 19 19    12   2   1   2   0
 310  2049   -53  2373   -65  07 08  540  -24 25 00  07 10  586  -24 30 01   480   3   2   2   2
 311  2109    14  2432     4  07 48  120  -26 11 00  07 50  163  -26 18 40    45   3   2   3   2
 312  2192   140  2512   131  08 54  480  -25 18 00  08 56  587  -25 29 36   720   3   2   2   0
 313  2725   396  3036   400  12 48  120  -22 19 00  12 50  515  -22 35 19    12   1   2   2   0
